estado,acceso_salud,sexo,anio,trimestre,trimestre_texto,periodo,fecha_fin_trimestre,valor
Oaxaca,No especificado,Mujer,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,52
Oaxaca,No especificado,Hombre,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,65
Oaxaca,No especificado,Mujer,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,788
Oaxaca,No especificado,Hombre,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,89
Oaxaca,No especificado,Mujer,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,786
Oaxaca,No especificado,Hombre,2011,2,Segundo trimestre del 2011,2011Q2,2011-06-30 23:59:59.999999999,356
Oaxaca,No especificado,Mujer,2011,2,Segundo trimestre del 2011,2011Q2,2011-06-30 23:59:59.999999999,1371
Oaxaca,No especificado,Hombre,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,179
Oaxaca,No especificado,Mujer,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,127
Oaxaca,No especificado,Hombre,2011,4,Cuarto trimestre del 2011,2011Q4,2011-12-31 23:59:59.999999999,185
Oaxaca,No especificado,Mujer,2011,4,Cuarto trimestre del 2011,2011Q4,2011-12-31 23:59:59.999999999,152
Oaxaca,No especificado,Hombre,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,128
Oaxaca,No especificado,Mujer,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,73
Oaxaca,No especificado,Hombre,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,357
Oaxaca,No especificado,Mujer,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,469
Oaxaca,No especificado,Hombre,2012,3,Tercer trimestre del 2012,2012Q3,2012-09-30 23:59:59.999999999,334
Oaxaca,No especificado,Hombre,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,1210
Oaxaca,No especificado,Mujer,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,600
Oaxaca,No especificado,Hombre,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,616
Oaxaca,No especificado,Mujer,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,59
Oaxaca,No especificado,Hombre,2013,2,Segundo trimestre del 2013,2013Q2,2013-06-30 23:59:59.999999999,976
Oaxaca,No especificado,Mujer,2013,2,Segundo trimestre del 2013,2013Q2,2013-06-30 23:59:59.999999999,558
Oaxaca,No especificado,Hombre,2013,3,Tercer trimestre del 2013,2013Q3,2013-09-30 23:59:59.999999999,491
Oaxaca,No especificado,Mujer,2013,3,Tercer trimestre del 2013,2013Q3,2013-09-30 23:59:59.999999999,239
Oaxaca,No especificado,Hombre,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,79
Oaxaca,No especificado,Mujer,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,1059
Oaxaca,No especificado,Hombre,2014,1,Primer trimestre del 2014,2014Q1,2014-03-31 23:59:59.999999999,78
Oaxaca,No especificado,Mujer,2014,1,Primer trimestre del 2014,2014Q1,2014-03-31 23:59:59.999999999,75
Oaxaca,No especificado,Hombre,2014,2,Segundo trimestre del 2014,2014Q2,2014-06-30 23:59:59.999999999,138
Oaxaca,No especificado,Mujer,2014,2,Segundo trimestre del 2014,2014Q2,2014-06-30 23:59:59.999999999,378
Oaxaca,No especificado,Hombre,2014,3,Tercer trimestre del 2014,2014Q3,2014-09-30 23:59:59.999999999,115
Oaxaca,No especificado,Hombre,2014,4,Cuarto trimestre del 2014,2014Q4,2014-12-31 23:59:59.999999999,661
Oaxaca,No especificado,Mujer,2014,4,Cuarto trimestre del 2014,2014Q4,2014-12-31 23:59:59.999999999,78
Oaxaca,No especificado,Hombre,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,997
Oaxaca,No especificado,Mujer,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,136
Oaxaca,No especificado,Hombre,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,1757
Oaxaca,No especificado,Mujer,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,570
Oaxaca,No especificado,Hombre,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,78
Oaxaca,No especificado,Mujer,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,113
Oaxaca,No especificado,Hombre,2015,4,Cuarto trimestre del 2015,2015Q4,2015-12-31 23:59:59.999999999,1020
Oaxaca,No especificado,Mujer,2015,4,Cuarto trimestre del 2015,2015Q4,2015-12-31 23:59:59.999999999,144
Oaxaca,No especificado,Hombre,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,1075
Oaxaca,No especificado,Mujer,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,905
Oaxaca,No especificado,Hombre,2016,2,Segundo trimestre del 2016,2016Q2,2016-06-30 23:59:59.999999999,853
Oaxaca,No especificado,Hombre,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,501
Oaxaca,No especificado,Mujer,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,72
Oaxaca,No especificado,Hombre,2016,4,Cuarto trimestre del 2016,2016Q4,2016-12-31 23:59:59.999999999,136
Oaxaca,No especificado,Hombre,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,683
Oaxaca,No especificado,Mujer,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,785
Oaxaca,No especificado,Hombre,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,1180
Oaxaca,No especificado,Mujer,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,546
Oaxaca,No especificado,Hombre,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,569
Oaxaca,No especificado,Mujer,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,173
Oaxaca,No especificado,Hombre,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,375
Oaxaca,No especificado,Mujer,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,66
Oaxaca,No especificado,Hombre,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,69
Oaxaca,No especificado,Mujer,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,426
Oaxaca,No especificado,Hombre,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,1016
Oaxaca,No especificado,Mujer,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,94
Oaxaca,No especificado,Hombre,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,151
Oaxaca,No especificado,Mujer,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,706
Oaxaca,No especificado,Hombre,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,270
Oaxaca,No especificado,Mujer,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,820
Oaxaca,No especificado,Hombre,2019,1,Primer trimestre del 2019,2019Q1,2019-03-31 23:59:59.999999999,210
Oaxaca,No especificado,Hombre,2019,2,Segundo trimestre del 2019,2019Q2,2019-06-30 23:59:59.999999999,160
Oaxaca,No especificado,Mujer,2019,3,Tercer trimestre del 2019,2019Q3,2019-09-30 23:59:59.999999999,112
Oaxaca,No especificado,Hombre,2019,4,Cuarto trimestre del 2019,2019Q4,2019-12-31 23:59:59.999999999,578
Oaxaca,No especificado,Mujer,2019,4,Cuarto trimestre del 2019,2019Q4,2019-12-31 23:59:59.999999999,886
Oaxaca,No especificado,Hombre,2020,1,Primer trimestre del 2020,2020Q1,2020-03-31 23:59:59.999999999,1488
Oaxaca,No especificado,Mujer,2020,1,Primer trimestre del 2020,2020Q1,2020-03-31 23:59:59.999999999,80
Oaxaca,No especificado,Hombre,2020,3,Tercer trimestre del 2020,2020Q3,2020-09-30 23:59:59.999999999,3139
Oaxaca,No especificado,Mujer,2020,3,Tercer trimestre del 2020,2020Q3,2020-09-30 23:59:59.999999999,821
Oaxaca,No especificado,Hombre,2020,4,Cuarto trimestre del 2020,2020Q4,2020-12-31 23:59:59.999999999,428
Oaxaca,No especificado,Mujer,2020,4,Cuarto trimestre del 2020,2020Q4,2020-12-31 23:59:59.999999999,532
Oaxaca,No especificado,Mujer,2021,1,Primer trimestre del 2021,2021Q1,2021-03-31 23:59:59.999999999,579
Oaxaca,No especificado,Hombre,2021,2,Segundo trimestre del 2021,2021Q2,2021-06-30 23:59:59.999999999,655
Oaxaca,No especificado,Mujer,2021,2,Segundo trimestre del 2021,2021Q2,2021-06-30 23:59:59.999999999,221
Oaxaca,No especificado,Hombre,2021,3,Tercer trimestre del 2021,2021Q3,2021-09-30 23:59:59.999999999,345
Oaxaca,No especificado,Hombre,2021,4,Cuarto trimestre del 2021,2021Q4,2021-12-31 23:59:59.999999999,2082
Oaxaca,No especificado,Mujer,2021,4,Cuarto trimestre del 2021,2021Q4,2021-12-31 23:59:59.999999999,45
Oaxaca,No especificado,Hombre,2022,1,Primer trimestre del 2022,2022Q1,2022-03-31 23:59:59.999999999,806
Oaxaca,No especificado,Mujer,2022,1,Primer trimestre del 2022,2022Q1,2022-03-31 23:59:59.999999999,795
Oaxaca,No especificado,Hombre,2022,2,Segundo trimestre del 2022,2022Q2,2022-06-30 23:59:59.999999999,659
Oaxaca,No especificado,Mujer,2022,2,Segundo trimestre del 2022,2022Q2,2022-06-30 23:59:59.999999999,79
Oaxaca,No especificado,Hombre,2022,3,Tercer trimestre del 2022,2022Q3,2022-09-30 23:59:59.999999999,90
Oaxaca,No especificado,Mujer,2022,3,Tercer trimestre del 2022,2022Q3,2022-09-30 23:59:59.999999999,876
Oaxaca,No especificado,Mujer,2022,4,Cuarto trimestre del 2022,2022Q4,2022-12-31 23:59:59.999999999,98
Oaxaca,No especificado,Mujer,2023,1,Primer trimestre del 2023,2023Q1,2023-03-31 23:59:59.999999999,708
Oaxaca,No especificado,Hombre,2023,2,Segundo trimestre del 2023,2023Q2,2023-06-30 23:59:59.999999999,99
Oaxaca,No especificado,Mujer,2023,2,Segundo trimestre del 2023,2023Q2,2023-06-30 23:59:59.999999999,563
Oaxaca,No especificado,Mujer,2023,3,Tercer trimestre del 2023,2023Q3,2023-09-30 23:59:59.999999999,533
Oaxaca,No especificado,Hombre,2023,4,Cuarto trimestre del 2023,2023Q4,2023-12-31 23:59:59.999999999,491
Oaxaca,No especificado,Mujer,2023,4,Cuarto trimestre del 2023,2023Q4,2023-12-31 23:59:59.999999999,165
Oaxaca,No especificado,Hombre,2024,1,Primer trimestre del 2024,2024Q1,2024-03-31 23:59:59.999999999,525
Oaxaca,No especificado,Mujer,2024,1,Primer trimestre del 2024,2024Q1,2024-03-31 23:59:59.999999999,96
Oaxaca,No especificado,Hombre,2024,2,Segundo trimestre del 2024,2024Q2,2024-06-30 23:59:59.999999999,701
Oaxaca,No especificado,Mujer,2024,2,Segundo trimestre del 2024,2024Q2,2024-06-30 23:59:59.999999999,1000
Oaxaca,No especificado,Hombre,2024,3,Tercer trimestre del 2024,2024Q3,2024-09-30 23:59:59.999999999,263
Oaxaca,No especificado,Mujer,2024,3,Tercer trimestre del 2024,2024Q3,2024-09-30 23:59:59.999999999,52
Oaxaca,No especificado,Hombre,2024,4,Cuarto trimestre del 2024,2024Q4,2024-12-31 23:59:59.999999999,314
Oaxaca,No especificado,Mujer,2024,4,Cuarto trimestre del 2024,2024Q4,2024-12-31 23:59:59.999999999,565
Oaxaca,No especificado,Hombre,2025,1,Primer trimestre del 2025,2025Q1,2025-03-31 23:59:59.999999999,840
Oaxaca,No especificado,Mujer,2025,1,Primer trimestre del 2025,2025Q1,2025-03-31 23:59:59.999999999,235
Oaxaca,No especificado,Hombre,2025,2,Segundo trimestre del 2025,2025Q2,2025-06-30 23:59:59.999999999,1295
Oaxaca,No especificado,Mujer,2025,2,Segundo trimestre del 2025,2025Q2,2025-06-30 23:59:59.999999999,807
Oaxaca,Sin acceso a instituciones de salud,Hombre,2005,1,Primer trimestre del 2005,2005Q1,2005-03-31 23:59:59.999999999,53562
Oaxaca,Sin acceso a instituciones de salud,Mujer,2005,1,Primer trimestre del 2005,2005Q1,2005-03-31 23:59:59.999999999,119007
Oaxaca,Sin acceso a instituciones de salud,Hombre,2005,2,Segundo trimestre del 2005,2005Q2,2005-06-30 23:59:59.999999999,63386
Oaxaca,Sin acceso a instituciones de salud,Mujer,2005,2,Segundo trimestre del 2005,2005Q2,2005-06-30 23:59:59.999999999,131496
Oaxaca,Sin acceso a instituciones de salud,Hombre,2005,3,Tercer trimestre del 2005,2005Q3,2005-09-30 23:59:59.999999999,64459
Oaxaca,Sin acceso a instituciones de salud,Mujer,2005,3,Tercer trimestre del 2005,2005Q3,2005-09-30 23:59:59.999999999,132371
Oaxaca,Sin acceso a instituciones de salud,Hombre,2005,4,Cuarto trimestre del 2005,2005Q4,2005-12-31 23:59:59.999999999,50158
Oaxaca,Sin acceso a instituciones de salud,Mujer,2005,4,Cuarto trimestre del 2005,2005Q4,2005-12-31 23:59:59.999999999,132502
Oaxaca,Sin acceso a instituciones de salud,Hombre,2006,1,Primer trimestre del 2006,2006Q1,2006-03-31 23:59:59.999999999,50471
Oaxaca,Sin acceso a instituciones de salud,Mujer,2006,1,Primer trimestre del 2006,2006Q1,2006-03-31 23:59:59.999999999,132801
Oaxaca,Sin acceso a instituciones de salud,Hombre,2006,2,Segundo trimestre del 2006,2006Q2,2006-06-30 23:59:59.999999999,55542
Oaxaca,Sin acceso a instituciones de salud,Mujer,2006,2,Segundo trimestre del 2006,2006Q2,2006-06-30 23:59:59.999999999,126710
Oaxaca,Sin acceso a instituciones de salud,Hombre,2006,3,Tercer trimestre del 2006,2006Q3,2006-09-30 23:59:59.999999999,56374
Oaxaca,Sin acceso a instituciones de salud,Mujer,2006,3,Tercer trimestre del 2006,2006Q3,2006-09-30 23:59:59.999999999,129871
Oaxaca,Sin acceso a instituciones de salud,Hombre,2006,4,Cuarto trimestre del 2006,2006Q4,2006-12-31 23:59:59.999999999,53209
Oaxaca,Sin acceso a instituciones de salud,Mujer,2006,4,Cuarto trimestre del 2006,2006Q4,2006-12-31 23:59:59.999999999,130678
Oaxaca,Sin acceso a instituciones de salud,Hombre,2007,1,Primer trimestre del 2007,2007Q1,2007-03-31 23:59:59.999999999,58741
Oaxaca,Sin acceso a instituciones de salud,Mujer,2007,1,Primer trimestre del 2007,2007Q1,2007-03-31 23:59:59.999999999,118151
Oaxaca,Sin acceso a instituciones de salud,Hombre,2007,2,Segundo trimestre del 2007,2007Q2,2007-06-30 23:59:59.999999999,55068
Oaxaca,Sin acceso a instituciones de salud,Mujer,2007,2,Segundo trimestre del 2007,2007Q2,2007-06-30 23:59:59.999999999,122932
Oaxaca,Sin acceso a instituciones de salud,Hombre,2007,3,Tercer trimestre del 2007,2007Q3,2007-09-30 23:59:59.999999999,57173
Oaxaca,Sin acceso a instituciones de salud,Mujer,2007,3,Tercer trimestre del 2007,2007Q3,2007-09-30 23:59:59.999999999,122699
Oaxaca,Sin acceso a instituciones de salud,Hombre,2007,4,Cuarto trimestre del 2007,2007Q4,2007-12-31 23:59:59.999999999,64239
Oaxaca,Sin acceso a instituciones de salud,Mujer,2007,4,Cuarto trimestre del 2007,2007Q4,2007-12-31 23:59:59.999999999,137413
Oaxaca,Sin acceso a instituciones de salud,Hombre,2008,1,Primer trimestre del 2008,2008Q1,2008-03-31 23:59:59.999999999,74006
Oaxaca,Sin acceso a instituciones de salud,Mujer,2008,1,Primer trimestre del 2008,2008Q1,2008-03-31 23:59:59.999999999,131575
Oaxaca,Sin acceso a instituciones de salud,Hombre,2008,2,Segundo trimestre del 2008,2008Q2,2008-06-30 23:59:59.999999999,69166
Oaxaca,Sin acceso a instituciones de salud,Mujer,2008,2,Segundo trimestre del 2008,2008Q2,2008-06-30 23:59:59.999999999,140091
Oaxaca,Sin acceso a instituciones de salud,Hombre,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,56989
Oaxaca,Sin acceso a instituciones de salud,Mujer,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,128900
Oaxaca,Sin acceso a instituciones de salud,Hombre,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,66310
Oaxaca,Sin acceso a instituciones de salud,Mujer,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,133181
Oaxaca,Sin acceso a instituciones de salud,Hombre,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,68940
Oaxaca,Sin acceso a instituciones de salud,Mujer,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,133833
Oaxaca,Sin acceso a instituciones de salud,Hombre,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,55308
Oaxaca,Sin acceso a instituciones de salud,Mujer,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,141592
Oaxaca,Sin acceso a instituciones de salud,Hombre,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,67909
Oaxaca,Sin acceso a instituciones de salud,Mujer,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,150044
Oaxaca,Sin acceso a instituciones de salud,Hombre,2009,4,Cuarto trimestre del 2009,2009Q4,2009-12-31 23:59:59.999999999,63885
Oaxaca,Sin acceso a instituciones de salud,Mujer,2009,4,Cuarto trimestre del 2009,2009Q4,2009-12-31 23:59:59.999999999,141143
Oaxaca,Sin acceso a instituciones de salud,Hombre,2010,1,Primer trimestre del 2010,2010Q1,2010-03-31 23:59:59.999999999,73246
Oaxaca,Sin acceso a instituciones de salud,Mujer,2010,1,Primer trimestre del 2010,2010Q1,2010-03-31 23:59:59.999999999,134309
Oaxaca,Sin acceso a instituciones de salud,Hombre,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,64900
Oaxaca,Sin acceso a instituciones de salud,Mujer,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,145036
Oaxaca,Sin acceso a instituciones de salud,Hombre,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,71037
Oaxaca,Sin acceso a instituciones de salud,Mujer,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,141868
Oaxaca,Sin acceso a instituciones de salud,Hombre,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,62542
Oaxaca,Sin acceso a instituciones de salud,Mujer,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,119229
Oaxaca,Sin acceso a instituciones de salud,Hombre,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,68880
Oaxaca,Sin acceso a instituciones de salud,Mujer,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,126438
Oaxaca,Sin acceso a instituciones de salud,Hombre,2011,2,Segundo trimestre del 2011,2011Q2,2011-06-30 23:59:59.999999999,57623
Oaxaca,Sin acceso a instituciones de salud,Mujer,2011,2,Segundo trimestre del 2011,2011Q2,2011-06-30 23:59:59.999999999,146617
Oaxaca,Sin acceso a instituciones de salud,Hombre,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,55109
Oaxaca,Sin acceso a instituciones de salud,Mujer,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,138867
Oaxaca,Sin acceso a instituciones de salud,Hombre,2011,4,Cuarto trimestre del 2011,2011Q4,2011-12-31 23:59:59.999999999,56434
Oaxaca,Sin acceso a instituciones de salud,Mujer,2011,4,Cuarto trimestre del 2011,2011Q4,2011-12-31 23:59:59.999999999,148017
Oaxaca,Sin acceso a instituciones de salud,Hombre,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,56644
Oaxaca,Sin acceso a instituciones de salud,Mujer,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,146616
Oaxaca,Sin acceso a instituciones de salud,Hombre,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,61765
Oaxaca,Sin acceso a instituciones de salud,Mujer,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,156087
Oaxaca,Sin acceso a instituciones de salud,Hombre,2012,3,Tercer trimestre del 2012,2012Q3,2012-09-30 23:59:59.999999999,62732
Oaxaca,Sin acceso a instituciones de salud,Mujer,2012,3,Tercer trimestre del 2012,2012Q3,2012-09-30 23:59:59.999999999,150654
Oaxaca,Sin acceso a instituciones de salud,Hombre,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,65399
Oaxaca,Sin acceso a instituciones de salud,Mujer,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,139142
Oaxaca,Sin acceso a instituciones de salud,Hombre,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,62629
Oaxaca,Sin acceso a instituciones de salud,Mujer,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,143853
Oaxaca,Sin acceso a instituciones de salud,Hombre,2013,2,Segundo trimestre del 2013,2013Q2,2013-06-30 23:59:59.999999999,59570
Oaxaca,Sin acceso a instituciones de salud,Mujer,2013,2,Segundo trimestre del 2013,2013Q2,2013-06-30 23:59:59.999999999,141202
Oaxaca,Sin acceso a instituciones de salud,Hombre,2013,3,Tercer trimestre del 2013,2013Q3,2013-09-30 23:59:59.999999999,60029
Oaxaca,Sin acceso a instituciones de salud,Mujer,2013,3,Tercer trimestre del 2013,2013Q3,2013-09-30 23:59:59.999999999,132197
Oaxaca,Sin acceso a instituciones de salud,Hombre,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,62756
Oaxaca,Sin acceso a instituciones de salud,Mujer,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,133478
Oaxaca,Sin acceso a instituciones de salud,Hombre,2014,1,Primer trimestre del 2014,2014Q1,2014-03-31 23:59:59.999999999,68823
Oaxaca,Sin acceso a instituciones de salud,Mujer,2014,1,Primer trimestre del 2014,2014Q1,2014-03-31 23:59:59.999999999,136290
Oaxaca,Sin acceso a instituciones de salud,Hombre,2014,2,Segundo trimestre del 2014,2014Q2,2014-06-30 23:59:59.999999999,57251
Oaxaca,Sin acceso a instituciones de salud,Mujer,2014,2,Segundo trimestre del 2014,2014Q2,2014-06-30 23:59:59.999999999,130224
Oaxaca,Sin acceso a instituciones de salud,Hombre,2014,3,Tercer trimestre del 2014,2014Q3,2014-09-30 23:59:59.999999999,68143
Oaxaca,Sin acceso a instituciones de salud,Mujer,2014,3,Tercer trimestre del 2014,2014Q3,2014-09-30 23:59:59.999999999,131931
Oaxaca,Sin acceso a instituciones de salud,Hombre,2014,4,Cuarto trimestre del 2014,2014Q4,2014-12-31 23:59:59.999999999,76483
Oaxaca,Sin acceso a instituciones de salud,Mujer,2014,4,Cuarto trimestre del 2014,2014Q4,2014-12-31 23:59:59.999999999,141447
Oaxaca,Sin acceso a instituciones de salud,Hombre,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,66145
Oaxaca,Sin acceso a instituciones de salud,Mujer,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,129295
Oaxaca,Sin acceso a instituciones de salud,Hombre,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,64280
Oaxaca,Sin acceso a instituciones de salud,Mujer,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,130820
Oaxaca,Sin acceso a instituciones de salud,Hombre,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,56827
Oaxaca,Sin acceso a instituciones de salud,Mujer,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,129633
Oaxaca,Sin acceso a instituciones de salud,Hombre,2015,4,Cuarto trimestre del 2015,2015Q4,2015-12-31 23:59:59.999999999,52453
Oaxaca,Sin acceso a instituciones de salud,Mujer,2015,4,Cuarto trimestre del 2015,2015Q4,2015-12-31 23:59:59.999999999,147633
Oaxaca,Sin acceso a instituciones de salud,Hombre,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,56509
Oaxaca,Sin acceso a instituciones de salud,Mujer,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,142784
Oaxaca,Sin acceso a instituciones de salud,Hombre,2016,2,Segundo trimestre del 2016,2016Q2,2016-06-30 23:59:59.999999999,69357
Oaxaca,Sin acceso a instituciones de salud,Mujer,2016,2,Segundo trimestre del 2016,2016Q2,2016-06-30 23:59:59.999999999,150685
Oaxaca,Sin acceso a instituciones de salud,Hombre,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,69286
Oaxaca,Sin acceso a instituciones de salud,Mujer,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,151416
Oaxaca,Sin acceso a instituciones de salud,Hombre,2016,4,Cuarto trimestre del 2016,2016Q4,2016-12-31 23:59:59.999999999,61020
Oaxaca,Sin acceso a instituciones de salud,Mujer,2016,4,Cuarto trimestre del 2016,2016Q4,2016-12-31 23:59:59.999999999,154010
Oaxaca,Sin acceso a instituciones de salud,Hombre,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,66996
Oaxaca,Sin acceso a instituciones de salud,Mujer,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,139591
Oaxaca,Sin acceso a instituciones de salud,Hombre,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,65587
Oaxaca,Sin acceso a instituciones de salud,Mujer,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,130390
Oaxaca,Sin acceso a instituciones de salud,Hombre,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,65969
Oaxaca,Sin acceso a instituciones de salud,Mujer,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,143750
Oaxaca,Sin acceso a instituciones de salud,Hombre,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,58844
Oaxaca,Sin acceso a instituciones de salud,Mujer,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,131796
Oaxaca,Sin acceso a instituciones de salud,Hombre,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,61982
Oaxaca,Sin acceso a instituciones de salud,Mujer,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,130757
Oaxaca,Sin acceso a instituciones de salud,Hombre,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,64835
